codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0060,0136,0184,0185,0190,0192,0194,0501,0510,0517
23,Capital,001,0010 ,0284,347,3,3,39,10,0,0,5,0,8,0,138,4,6
23,Capital,001,0010 ,0285,347,4,7,50,0,1,0,14,2,8,4,124,14,5
23,Capital,001,0010 ,0286,347,39,4,35,13,2,0,13,4,11,4,144,7,9
23,Capital,001,0010 ,0287,347,5,12,47,8,1,0,7,4,5,2,123,12,8
23,Capital,001,0010 ,0288,347,3,10,42,10,0,0,14,0,8,3,146,10,4
23,Capital,001,0010 ,0289,347,5,3,50,8,3,0,7,3,9,5,119,13,20
23,Capital,001,0010 ,0290,347,33,8,46,0,0,0,11,13,6,3,136,6,10
23,Capital,001,0010 ,0291,347,27,2,50,9,1,0,17,4,1,3,147,8,5
23,Capital,001,0010 ,0292,347,7,4,38,16,5,0,15,14,8,1,120,7,2
23,Capital,001,0010 ,0293,347,2,6,44,10,2,0,4,8,4,5,150,13,7
23,Capital,001,0010 ,0294,347,29,4,47,5,2,0,20,0,5,2,124,18,17
23,Capital,001,0010 ,0295,347,22,5,30,13,3,0,14,3,3,1,167,4,9
23,Capital,001,0010 ,0296,347,28,8,34,8,0,0,13,7,2,3,163,8,9
23,Capital,001,0010 ,0297,347,3,8,49,18,4,0,21,8,5,0,120,11,4
23,Capital,001,0010 ,0298,347,0,7,66,11,0,0,10,0,12,8,117,13,5
23,Capital,001,0010 ,0299,347,27,4,42,0,5,0,0,0,7,6,145,13,4
23,Capital,001,0010 ,0300,347,5,5,51,4,2,0,9,8,10,5,125,10,5
23,Capital,001,0010 ,0301,347,3,2,44,5,0,0,6,2,10,9,160,11,7
23,Capital,001,0010 ,0302,346,20,0,32,14,0,0,13,3,10,0,140,12,15
23,Capital,001,0010 ,0303,346,33,5,49,14,2,0,4,2,9,6,159,10,7
23,Capital,001,0010 ,0304,346,28,6,41,11,4,0,16,7,2,2,141,14,3
23,Capital,001,0010 ,0305,346,23,9,45,14,1,0,5,2,5,7,165,6,5
23,Capital,001,0010 ,0306,346,1,6,35,18,5,0,7,1,10,2,137,20,5
23,Capital,001,0010 ,0307,346,16,0,51,9,5,0,7,0,3,5,137,10,9
23,Capital,001,0010 ,0308,346,3,0,45,15,0,0,9,2,9,8,154,5,12
23,Capital,001,0010 ,0309,346,2,3,54,12,3,0,13,0,4,4,140,5,9
23,Capital,001,0010 ,0310,346,16,6,30,6,3,0,13,1,7,8,149,14,6
23,Capital,001,0010 ,0311,346,0,0,40,7,2,0,6,7,2,2,145,9,3
