codprov,coddepto,depto,circuito,mesa,electores,blancos,00045,00037,00050,00036,00024
23,005,Chicligasta,00064,001880,267,1,1,169,30,1,5
23,005,Chicligasta,00064,001881,267,5,2,194,18,2,6
23,005,Chicligasta,00064,001882,266,4,2,155,54,1,6
23,005,Chicligasta,00064,001883,269,16,3,167,35,0,4
23,005,Chicligasta,00065,001884,325,7,1,229,36,5,8
23,005,Chicligasta,00065,001885,325,6,0,216,29,4,4
23,005,Chicligasta,00065,001886,324,10,2,208,37,2,8
23,005,Chicligasta,00065,001887,323,8,7,219,41,0,5
23,005,Chicligasta,00065,001888,324,2,5,231,24,0,5
23,005,Chicligasta,00065,001889,326,4,3,208,38,3,14
23,005,Chicligasta,00066,001890,306,7,8,181,28,1,16
23,005,Chicligasta,00066,001891,303,6,9,181,27,0,9
23,005,Chicligasta,00066,001892,308,5,4,194,22,3,9
23,005,Chicligasta,00067,001893,344,11,9,208,64,1,9
23,005,Chicligasta,00067,001894,342,5,9,252,39,0,8
23,005,Chicligasta,00067,001895,342,2,12,230,37,2,11
23,005,Chicligasta,00067,001896,343,4,8,215,40,0,8
23,005,Chicligasta,00067,001897,341,6,16,212,36,3,11
23,005,Chicligasta,00067,001898,345,6,7,234,53,2,7
23,005,Chicligasta,00067,001899,342,11,7,232,44,1,4
23,005,Chicligasta,00067,001900,343,9,1,214,45,1,9
23,005,Chicligasta,00067,001901,343,6,9,188,58,0,9
23,005,Chicligasta,00067,001902,343,16,6,220,33,0,5
23,005,Chicligasta,00067,001903,346,7,10,234,41,2,12
23,005,Chicligasta,00068,001904,344,9,25,178,59,2,10
23,005,Chicligasta,00068,001905,342,4,19,223,31,2,4
23,005,Chicligasta,00069,001906,312,20,0,208,26,1,4
23,005,Chicligasta,00069,001907,311,13,8,201,32,0,0
23,005,Chicligasta,00069,001908,312,5,7,204,38,0,11
23,005,Chicligasta,00069,001909,311,4,8,215,31,0,4
23,005,Chicligasta,00069,001910,310,7,12,190,32,0,3
23,005,Chicligasta,00069,001911,312,7,8,192,37,6,6
23,005,Chicligasta,00069,001912,314,9,12,188,41,3,10
23,005,Chicligasta,00070,001913,339,6,10,180,51,2,16
23,005,Chicligasta,00070,001914,339,2,11,207,38,2,11
23,005,Chicligasta,00070,001915,339,10,6,211,51,3,9
23,005,Chicligasta,00070,001916,339,12,12,185,66,7,10
23,005,Chicligasta,00070,001917,340,6,10,183,73,3,4
23,005,Chicligasta,00070,001918,340,14,8,209,55,0,9
23,005,Chicligasta,00070,001919,339,9,9,198,47,3,18
23,005,Chicligasta,00070,001920,339,11,14,191,72,4,7
23,005,Chicligasta,00070,001921,339,8,9,196,52,6,8
23,005,Chicligasta,00070,001922,338,8,5,189,69,5,8
23,005,Chicligasta,00070,001923,338,14,8,190,67,4,8
23,005,Chicligasta,00070,001924,338,8,12,214,34,2,5
23,005,Chicligasta,00070,001925,339,4,10,212,57,2,12
23,005,Chicligasta,00070,001926,344,8,8,198,63,2,9
23,005,Chicligasta,00071,001927,339,4,1,227,29,0,13
23,005,Chicligasta,00071,001928,340,1,4,244,26,0,5
23,005,Chicligasta,00071,001929,346,4,6,211,49,1,2
23,005,Chicligasta,00071,001930,344,3,6,230,34,3,6
23,005,Chicligasta,00071,001931,338,5,5,220,46,0,6
23,005,Chicligasta,00071,001932,339,6,7,209,42,0,8
23,005,Chicligasta,00071,001933,339,3,6,222,39,3,3
23,005,Chicligasta,00071,001934,345,7,9,212,52,0,4
23,006,Río Chico,00072,001935,351,17,9,168,85,7,11
23,006,Río Chico,00072,001936,351,11,12,166,73,7,13
23,006,Río Chico,00072,001937,350,23,0,183,76,3,13
23,006,Río Chico,00072,001938,350,17,14,183,73,2,7
23,006,Río Chico,00072,001939,351,20,18,142,89,6,14
23,006,Río Chico,00072,001940,350,14,12,161,77,4,18
23,006,Río Chico,00072,001941,349,6,13,176,84,3,9
23,006,Río Chico,00072,001942,351,13,11,161,94,4,11
23,006,Río Chico,00072,001943,351,8,8,233,36,2,11
23,006,Río Chico,00072,001944,351,19,14,172,70,7,16
23,006,Río Chico,00072,001945,350,9,16,169,86,1,8
23,006,Río Chico,00072,001946,350,21,16,142,97,1,9
23,006,Río Chico,00072,001947,350,21,11,132,105,3,17
23,006,Río Chico,00072,001948,350,16,6,187,67,5,9
23,006,Río Chico,00072,001949,351,11,14,166,83,4,12
23,006,Río Chico,00072,001950,351,15,17,179,66,5,11
23,006,Río Chico,00072,001951,361,17,16,190,55,2,14
23,006,Río Chico,00072,001952,349,5,15,160,64,9,14
23,006,Río Chico,00072,001953,350,0,12,199,68,5,13
23,006,Río Chico,00072,001954,349,21,13,170,69,1,9
23,006,Río Chico,00072,001955,350,11,17,153,89,9,9
23,006,Río Chico,00072,001956,350,8,13,173,74,5,14
23,006,Río Chico,00072,001957,351,9,15,195,71,2,4
23,006,Río Chico,00072,001958,350,14,4,203,63,2,9
23,006,Río Chico,00072,001959,350,20,12,183,50,7,15
23,006,Río Chico,00072,001960,351,29,13,168,59,3,20
23,006,Río Chico,00072,001961,351,11,23,153,88,7,15
23,006,Río Chico,00072,001962,350,10,18,170,79,5,16
23,006,Río Chico,00072,001963,350,9,24,167,84,4,7
23,006,Río Chico,00072,001964,353,11,6,173,66,2,9
23,006,Río Chico,00072,001965,351,18,27,145,96,3,12
23,006,Río Chico,00072,001966,350,9,7,178,82,4,18
23,006,Río Chico,00072,001967,352,14,9,188,83,3,8
23,006,Río Chico,00072,001968,349,16,16,182,62,3,12
23,006,Río Chico,00072,001969,350,14,13,173,77,3,16
23,006,Río Chico,00072,001970,351,5,12,196,63,4,12
23,006,Río Chico,00072,001971,353,8,17,166,88,1,12
23,006,Río Chico,00072,001972,351,21,6,159,83,2,15
23,006,Río Chico,00072,001973,349,15,18,192,64,7,9
23,006,Río Chico,00072,001974,351,12,19,180,61,4,13
23,006,Río Chico,00072,001975,351,15,10,156,105,4,13
23,006,Río Chico,00072,001976,353,11,18,167,79,5,15
23,006,Río Chico,00072,001977,350,31,0,181,65,5,4
23,006,Río Chico,00072,001978,350,5,12,187,82,2,11
23,006,Río Chico,00072,001979,348,17,0,167,66,5,15
23,006,Río Chico,00072,001980,350,13,18,179,83,2,8
23,006,Río Chico,00072,001981,349,9,13,157,81,6,16
23,006,Río Chico,00072,001982,352,11,12,191,71,3,10
23,006,Río Chico,00072,001983,350,22,6,149,97,6,14
23,006,Río Chico,00072,001984,350,13,13,193,53,4,11
23,006,Río Chico,00072,001985,349,13,10,175,68,6,16
23,006,Río Chico,00072,001986,348,12,12,180,76,5,8
23,006,Río Chico,00072,001987,349,13,16,182,52,4,5
23,006,Río Chico,00072,001988,349,13,11,179,80,6,13
23,006,Río Chico,00072,001989,347,14,9,198,56,5,3
23,006,Río Chico,00072,001990,350,13,19,161,74,6,11
23,006,Río Chico,00072,001991,357,12,19,156,87,4,14
23,006,Río Chico,00072,001992,348,18,10,164,81,3,9
23,006,Río Chico,00072,001993,349,7,9,168,73,9,16
23,006,Río Chico,00072,001994,349,16,21,155,82,3,11
23,006,Río Chico,00072,001995,349,10,12,189,64,2,10
23,006,Río Chico,00072,001996,351,12,12,173,71,6,7
23,006,Río Chico,00072,001997,349,9,17,164,82,1,11
23,006,Río Chico,00072,001998,350,5,10,190,77,8,9
23,006,Río Chico,00072,001999,349,11,18,184,76,3,9
23,006,Río Chico,00072,002000,350,4,11,203,63,3,14
23,006,Río Chico,00072,002001,349,12,15,168,61,7,9
23,006,Río Chico,00072,002002,348,18,12,166,89,4,8
23,006,Río Chico,00072,002003,351,18,12,175,83,3,9
23,006,Río Chico,00072,002004,350,11,7,158,93,4,6
23,006,Río Chico,00072,002005,349,10,17,174,68,3,11
23,006,Río Chico,00072,002006,350,9,15,224,46,7,10
23,006,Río Chico,00072,002007,349,9,13,183,68,4,11
23,006,Río Chico,00072,002008,350,12,13,191,74,5,9
23,006,Río Chico,00072,002009,349,15,13,157,87,1,10
23,006,Río Chico,00072,002010,349,15,17,202,51,4,8
23,006,Río Chico,00072,002011,348,16,6,193,66,3,13
23,006,Río Chico,00072,002012,346,13,11,163,96,3,9
23,006,Río Chico,00072,002013,348,7,5,182,72,1,25
23,006,Río Chico,00072,002014,352,6,21,156,91,6,15
23,006,Río Chico,00072,002015,352,8,9,173,78,5,22
23,006,Río Chico,00073,002016,327,12,11,186,46,4,10
23,006,Río Chico,00073,002017,331,10,12,210,37,8,6
23,006,Río Chico,00073,002018,330,6,6,208,28,2,16
23,006,Río Chico,00073,002019,329,9,14,193,47,6,6
23,006,Río Chico,00073,002020,332,5,11,185,55,4,10
23,006,Río Chico,00074,002021,313,21,11,209,19,0,5
23,006,Río Chico,00074,002022,313,13,9,214,15,0,7
23,006,Río Chico,00074,002023,311,13,6,225,15,2,3
23,006,Río Chico,00074,002024,314,7,9,222,25,0,3
23,006,Río Chico,00075,002025,348,10,20,203,42,2,8
23,006,Río Chico,00075,002026,348,8,16,176,77,0,4
23,006,Río Chico,00075,002027,349,4,14,224,34,3,14
23,006,Río Chico,00075,002028,348,10,11,189,52,1,7
23,006,Río Chico,00075,002029,347,11,9,196,60,1,11
23,006,Río Chico,00075,002030,349,10,8,189,78,2,8
23,006,Río Chico,00075,002031,347,6,4,217,46,2,9
23,006,Río Chico,00075,002032,347,11,9,210,49,1,3
23,006,Río Chico,00075,002033,347,3,11,210,40,2,8
23,006,Río Chico,00075,002034,349,9,9,179,92,2,7
23,006,Río Chico,00075,002035,347,15,11,212,45,6,0
23,006,Río Chico,00075,002036,348,5,14,163,95,6,4
23,006,Río Chico,00075,002037,350,12,10,210,58,0,8
23,006,Río Chico,00076,002038,268,8,2,183,30,4,0
23,006,Río Chico,00076,002039,267,7,4,190,23,3,3
23,006,Río Chico,00076,002040,267,1,2,189,23,2,5
23,006,Río Chico,00077,002041,347,9,7,268,16,1,6
23,006,Río Chico,00077,002042,347,5,6,254,18,4,18
23,006,Río Chico,00077,002043,346,5,5,250,26,3,3
23,006,Río Chico,00077,002044,349,2,4,266,23,1,3
23,006,Río Chico,00077,002045,348,3,1,268,27,3,4
23,006,Río Chico,00077,002046,347,2,4,267,19,1,1
23,006,Río Chico,00077,002047,347,9,8,264,7,1,4
23,006,Río Chico,00077,002048,347,9,3,265,11,1,0
23,006,Río Chico,00077,002049,347,7,8,279,6,3,3
23,006,Río Chico,00077,002050,348,8,4,263,11,5,7
23,006,Río Chico,00077,002051,348,5,2,268,17,2,7
23,006,Río Chico,00077,002052,348,8,8,266,11,0,7
23,006,Río Chico,00077,002053,351,10,0,253,27,2,4
23,006,Río Chico,00077,002054,347,9,3,260,21,3,6
23,006,Río Chico,00077,002055,348,11,4,275,13,0,1
23,006,Río Chico,00077,002056,348,3,9,249,27,6,5
23,006,Río Chico,00077,002057,349,0,5,265,27,0,4
23,006,Río Chico,00077,002058,347,19,6,251,24,0,5
23,006,Río Chico,00077,002059,347,1,5,253,24,1,5
23,006,Río Chico,00077,002060,348,7,12,265,19,2,6
23,006,Río Chico,00077,002061,349,7,16,250,26,2,8
23,006,Río Chico,00077,002062,347,5,7,260,22,4,5
23,006,Río Chico,00077,002063,346,2,3,254,40,4,0
23,006,Río Chico,00077,002064,346,10,4,238,38,0,7
23,006,Río Chico,00077,002065,347,10,9,259,22,2,3
23,006,Río Chico,00077,002066,346,12,4,261,17,1,3
23,006,Río Chico,00077,002067,350,7,4,239,29,5,4
23,006,Río Chico,00078,002068,305,4,3,210,31,3,8
23,006,Río Chico,00078,002069,306,4,4,225,29,1,5
23,006,Río Chico,00078,002070,309,2,3,225,18,3,9
23,006,Río Chico,00078,002071,309,3,4,232,23,0,8
23,006,Río Chico,00078,002072,305,10,7,197,16,3,0
23,006,Río Chico,00078,002073,308,4,7,213,28,1,3
23,006,Río Chico,00079,002074,267,2,12,165,44,1,7
23,006,Río Chico,00079,002075,266,3,11,197,20,0,2
23,006,Río Chico,00079,002076,269,3,10,181,15,0,9
23,006,Río Chico,00079,002077,274,3,4,179,35,0,5
23,007,Alberdi,00080,002078,347,14,5,187,84,3,2
23,007,Alberdi,00080,002079,349,13,4,200,69,4,6
23,007,Alberdi,00080,002080,350,0,0,175,99,1,7
23,007,Alberdi,00080,002081,349,9,13,170,79,2,9
23,007,Alberdi,00080,002082,349,18,9,171,72,3,10
23,007,Alberdi,00080,002083,348,18,13,159,87,5,8
23,007,Alberdi,00080,002084,348,15,3,199,67,3,6
23,007,Alberdi,00080,002085,349,5,5,180,87,3,7
23,007,Alberdi,00080,002086,348,11,8,162,89,1,8
23,007,Alberdi,00080,002087,350,4,6,175,78,4,13
23,007,Alberdi,00080,002088,348,7,6,173,93,3,6
23,007,Alberdi,00080,002089,350,10,11,163,88,3,11
23,007,Alberdi,00080,002090,346,12,16,159,100,4,6
23,007,Alberdi,00080,002091,347,11,6,158,84,1,12
23,007,Alberdi,00080,002092,348,12,5,173,72,2,10
23,007,Alberdi,00080,002093,348,12,3,164,88,4,12
23,007,Alberdi,00080,002094,349,5,5,158,108,2,9
23,007,Alberdi,00080,002095,353,9,10,198,51,4,12
23,007,Alberdi,00080,002096,349,11,8,180,81,1,3
23,007,Alberdi,00080,002097,350,2,6,149,124,2,9
23,007,Alberdi,00080,002098,347,2,13,157,102,3,9
23,007,Alberdi,00080,002099,348,0,4,175,86,3,7
23,007,Alberdi,00080,002100,348,20,8,204,45,6,11
23,007,Alberdi,00080,002101,347,13,9,131,129,1,14
23,007,Alberdi,00080,002102,347,10,7,147,109,4,5
23,007,Alberdi,00080,002103,347,5,7,157,96,2,11
23,007,Alberdi,00080,002104,351,5,12,146,115,0,9
23,007,Alberdi,00080,002105,350,5,6,177,84,1,10
23,007,Alberdi,00080,002106,348,8,4,189,81,5,8
23,007,Alberdi,00080,002107,349,6,7,146,111,2,11
23,007,Alberdi,00080,002108,346,23,12,135,94,0,10
23,007,Alberdi,00080,002109,348,11,11,149,108,6,10
23,007,Alberdi,00080,002110,347,9,15,172,83,3,14
23,007,Alberdi,00080,002111,347,6,9,179,94,5,12
23,007,Alberdi,00080,002112,347,15,14,170,72,3,6
23,007,Alberdi,00080,002113,346,13,5,188,52,5,13
23,007,Alberdi,00080,002114,347,17,11,191,72,0,7
23,007,Alberdi,00080,002115,348,9,7,184,79,2,7
23,007,Alberdi,00080,002116,352,7,12,176,86,3,11
23,007,Alberdi,00080,002117,349,3,11,179,82,2,6
23,007,Alberdi,00080,002118,347,20,16,171,86,2,0
23,007,Alberdi,00080,002119,354,8,9,189,75,3,5
23,007,Alberdi,00080,002120,349,4,7,176,88,5,8
23,007,Alberdi,00080,002121,350,1,5,186,85,5,8
23,007,Alberdi,00080,002122,346,5,11,155,101,3,4
23,007,Alberdi,00080,002123,347,14,4,160,93,3,7
23,007,Alberdi,00080,002124,348,1,10,145,113,4,7
23,007,Alberdi,00080,002125,346,9,6,191,66,4,5
23,007,Alberdi,00080,002126,348,21,10,170,79,1,13
23,007,Alberdi,00080,002127,347,17,6,208,56,5,5
23,007,Alberdi,00080,002128,350,11,13,158,107,4,9
23,007,Alberdi,00080,002129,349,10,9,192,58,5,9
23,007,Alberdi,00080,002130,348,11,6,165,79,5,11
23,007,Alberdi,00080,002131,345,8,10,189,74,3,6
23,007,Alberdi,00080,002132,348,15,6,161,100,3,10
23,007,Alberdi,00080,002133,350,15,13,158,89,1,15
23,007,Alberdi,00080,002134,348,6,8,183,78,1,8
23,007,Alberdi,00080,002135,350,2,3,174,85,2,12
23,007,Alberdi,00080,002136,348,10,5,193,76,1,9
23,007,Alberdi,00080,002137,347,10,9,147,115,2,7
23,007,Alberdi,00080,002138,349,10,4,204,65,2,7
23,007,Alberdi,00081,002139,354,13,2,240,31,2,9
23,007,Alberdi,00081,002140,360,3,1,263,17,1,3
23,007,Alberdi,00082,002141,329,3,9,222,27,6,10
23,007,Alberdi,00082,002142,328,8,3,235,27,1,5
23,007,Alberdi,00082,002143,326,4,7,220,30,1,8
23,007,Alberdi,00082,002144,328,3,5,243,18,0,3
23,007,Alberdi,00082,002145,327,2,7,222,39,0,11
23,007,Alberdi,00082,002146,329,6,7,230,26,5,4
23,007,Alberdi,00082,002147,326,4,3,219,28,4,8
23,007,Alberdi,00082,002148,329,3,6,230,29,1,5
23,007,Alberdi,00083,002149,305,3,1,205,29,1,6
23,007,Alberdi,00083,002150,311,4,2,186,42,7,5
23,007,Alberdi,00084,002151,212,1,4,129,19,2,6
23,007,Alberdi,00084,002152,212,2,1,146,17,1,5
23,008,La Cocha,00085,002153,310,4,6,197,45,1,6
23,008,La Cocha,00085,002154,312,4,2,196,54,1,8
23,008,La Cocha,00086,002155,260,5,3,171,48,1,4
23,008,La Cocha,00086,002156,258,2,4,161,46,0,5
23,008,La Cocha,00086,002157,263,6,1,144,56,0,13
23,008,La Cocha,00087,002158,284,7,2,177,38,3,2
23,008,La Cocha,00087,002159,282,3,1,188,40,3,8
23,008,La Cocha,00087,002160,280,1,2,189,28,0,5
23,008,La Cocha,00087,002161,284,5,1,176,42,2,2
23,008,La Cocha,00088,002162,318,6,0,214,42,0,2
23,008,La Cocha,00088,002163,319,0,3,225,33,2,5
23,008,La Cocha,00088,002164,319,5,0,223,34,0,5
23,008,La Cocha,00088,002165,318,6,7,198,50,1,2
23,008,La Cocha,00088,002166,324,2,2,199,68,0,2
23,008,La Cocha,00089,002167,299,7,5,145,74,3,5
23,008,La Cocha,00089,002168,295,2,5,166,59,5,9
23,008,La Cocha,00089,002169,295,13,0,174,53,2,6
23,008,La Cocha,00089,002170,296,2,5,190,51,1,4
23,008,La Cocha,00090,002171,286,6,4,174,55,2,4
23,008,La Cocha,00090,002172,282,3,4,179,49,2,5
23,008,La Cocha,00090,002173,286,3,3,159,50,4,4
23,008,La Cocha,00090,002174,284,5,3,186,39,3,2
23,008,La Cocha,00090,002175,290,9,2,169,50,4,4
23,008,La Cocha,00091,002176,343,6,1,190,67,2,7
23,008,La Cocha,00091,002177,343,7,8,210,70,1,7
23,008,La Cocha,00091,002178,344,5,6,193,86,1,5
23,008,La Cocha,00091,002179,342,4,6,193,86,2,8
23,008,La Cocha,00091,002180,343,2,3,206,59,0,7
23,008,La Cocha,00091,002181,343,1,5,168,96,1,12
23,008,La Cocha,00091,002182,343,6,2,182,85,8,9
23,008,La Cocha,00091,002183,344,6,3,218,64,2,7
23,008,La Cocha,00091,002184,343,5,8,201,76,2,6
23,008,La Cocha,00091,002185,344,7,3,186,91,2,4
23,008,La Cocha,00091,002186,345,7,13,172,87,6,9
23,008,La Cocha,00091,002187,343,8,1,196,81,4,6
23,008,La Cocha,00091,002188,344,9,5,193,71,1,9
23,008,La Cocha,00091,002189,342,6,9,182,91,1,6
23,008,La Cocha,00091,002190,343,8,5,180,72,0,13
23,008,La Cocha,00091,002191,344,4,4,205,74,4,4
23,008,La Cocha,00091,002192,343,6,5,174,103,1,9
23,008,La Cocha,00091,002193,343,4,4,179,91,0,11
23,008,La Cocha,00091,002194,343,5,6,195,74,2,11
23,008,La Cocha,00091,002195,343,6,5,210,61,3,8
23,008,La Cocha,00091,002196,343,2,4,191,79,1,12
23,008,La Cocha,00091,002197,343,6,1,204,75,1,8
23,008,La Cocha,00091,002198,345,6,3,183,94,2,9
23,008,La Cocha,00092,002199,352,5,0,231,41,0,10
23,008,La Cocha,00092,002200,354,8,2,190,79,0,6
23,008,La Cocha,00093,002201,280,5,0,186,37,1,2
23,008,La Cocha,00093,002202,280,2,0,211,13,1,5
23,008,La Cocha,00093,002203,282,13,0,148,44,5,11
23,009,Graneros,00094,002204,312,4,10,202,41,2,5
23,009,Graneros,00094,002205,311,8,2,212,41,1,4
23,009,Graneros,00094,002206,310,4,15,198,42,1,5
23,009,Graneros,00094,002207,310,5,7,198,47,0,6
23,009,Graneros,00094,002208,313,4,7,195,38,2,7
23,009,Graneros,00095,002209,131,0,1,90,16,0,1
23,009,Graneros,00096,002210,348,2,3,218,43,0,5
23,009,Graneros,00096,002211,348,8,5,224,32,2,4
23,009,Graneros,00096,002212,346,5,5,241,32,2,4
23,009,Graneros,00096,002213,349,8,9,220,37,0,7
23,009,Graneros,00096,002214,348,3,7,223,33,2,7
23,009,Graneros,00096,002215,350,17,9,221,27,2,6
23,009,Graneros,00096,002216,348,3,7,214,53,5,2
23,009,Graneros,00096,002217,349,5,3,204,48,4,4
23,009,Graneros,00096,002218,349,1,4,227,38,2,6
23,009,Graneros,00097,002219,326,2,3,212,27,1,5
23,009,Graneros,00097,002220,323,1,3,223,12,4,2
23,009,Graneros,00098,002221,351,7,5,209,60,3,8
23,009,Graneros,00098,002222,349,9,3,215,66,1,4
23,009,Graneros,00098,002223,348,7,6,231,38,1,10
23,009,Graneros,00098,002224,350,7,6,234,38,2,8
23,009,Graneros,00098,002225,351,7,11,225,35,3,11
23,009,Graneros,00098,002226,355,4,19,211,48,4,9
23,009,Graneros,00098,002227,350,7,14,211,47,0,9
23,009,Graneros,00098,002228,349,6,7,230,51,1,8
23,009,Graneros,00098,002229,350,23,0,225,44,3,4
23,009,Graneros,00098,002230,350,4,5,221,53,2,5
23,009,Graneros,00098,002231,349,8,5,229,56,0,2
23,009,Graneros,00099,002232,193,3,2,107,31,0,2
23,009,Graneros,00099,002233,194,1,1,132,17,3,1
23,009,Graneros,00100,002234,312,0,2,212,40,0,1
23,009,Graneros,00100,002235,311,3,1,201,51,0,3
23,009,Graneros,00100,002236,312,4,8,185,51,1,6
23,009,Graneros,00100,002237,311,2,2,213,31,0,3
23,009,Graneros,00100,002238,310,5,3,180,56,1,6
23,009,Graneros,00100,002239,312,1,2,220,39,0,5
23,009,Graneros,00101,002240,185,1,2,131,17,1,8
23,010,Simoca,00102,002241,342,11,7,214,29,3,5
23,010,Simoca,00102,002242,342,9,9,204,26,2,6
23,010,Simoca,00103,002243,333,15,15,171,54,2,13
23,010,Simoca,00103,002244,339,6,11,220,42,1,2
23,010,Simoca,00104,002245,250,9,17,95,53,1,5
23,010,Simoca,00105,002246,205,7,15,94,37,0,2
23,010,Simoca,00105,002247,206,8,9,110,31,4,5
23,010,Simoca,00106,002248,349,16,0,228,43,3,10
23,010,Simoca,00106,002249,351,10,5,244,26,1,4
23,010,Simoca,00106,002250,358,8,2,234,49,1,9
23,010,Simoca,00107,002251,339,10,18,146,114,2,7
23,010,Simoca,00107,002252,341,10,21,184,77,3,9
23,010,Simoca,00107,002253,340,5,14,176,93,2,8
23,010,Simoca,00107,002254,341,11,4,194,78,2,11
23,010,Simoca,00107,002255,341,8,15,192,66,2,11
23,010,Simoca,00107,002256,340,15,11,145,97,3,9
23,010,Simoca,00107,002257,340,10,18,181,69,7,10
23,010,Simoca,00107,002258,340,11,11,166,91,3,15
23,010,Simoca,00107,002259,342,15,19,152,88,2,12
23,010,Simoca,00107,002260,343,9,13,158,97,4,13
23,010,Simoca,00107,002261,340,10,12,173,80,3,15
23,010,Simoca,00107,002262,339,12,9,170,106,3,6
23,010,Simoca,00107,002263,342,7,14,185,81,0,13
23,010,Simoca,00107,002264,340,22,13,159,86,5,15
23,010,Simoca,00107,002265,340,16,10,182,86,1,12
23,010,Simoca,00107,002266,340,14,13,168,97,3,10
23,010,Simoca,00107,002267,340,14,13,176,77,5,6
23,010,Simoca,00107,002268,342,11,10,178,75,5,12
23,010,Simoca,00107,002269,341,17,10,158,94,4,15
23,010,Simoca,00107,002270,341,12,9,175,82,3,14
23,010,Simoca,00107,002271,340,15,8,208,57,4,7
23,010,Simoca,00107,002272,342,9,14,182,79,2,11
23,010,Simoca,00107,002273,341,13,10,178,77,4,8
23,010,Simoca,00107,002274,340,10,8,204,63,2,13
23,010,Simoca,00107,002275,341,10,15,179,73,2,16
23,010,Simoca,00107,002276,338,12,15,145,105,2,17
23,010,Simoca,00107,002277,339,15,9,173,92,3,6
23,010,Simoca,00107,002278,344,11,16,150,89,9,9
23,010,Simoca,00108,002279,344,3,6,223,34,1,8
23,010,Simoca,00108,002280,346,1,6,249,20,2,7
23,010,Simoca,00108,002281,346,4,3,256,21,1,5
23,010,Simoca,00108,002282,343,6,8,237,40,0,2
23,010,Simoca,00108,002283,345,6,6,241,28,2,5
23,010,Simoca,00109,002284,293,4,5,189,31,2,4
23,010,Simoca,00109,002285,296,2,7,211,22,1,5
23,010,Simoca,00109,002286,295,2,7,200,24,1,3
23,010,Simoca,00109,002287,294,3,7,180,39,4,5
23,010,Simoca,00109,002288,293,5,4,199,20,0,5
23,010,Simoca,00109,002289,293,8,0,182,23,2,7
23,010,Simoca,00110,002290,295,0,3,207,28,1,1
23,010,Simoca,00110,002291,295,2,4,194,24,0,3
23,010,Simoca,00110,002292,295,1,3,200,25,0,5
23,010,Simoca,0110A,002293,344,1,4,239,35,1,6
23,010,Simoca,0110A,002294,343,7,3,241,31,0,7
23,010,Simoca,0110A,002295,345,6,8,237,29,1,4
23,010,Simoca,00111,002296,305,5,7,211,20,0,7
23,010,Simoca,00111,002297,302,2,4,200,44,1,7
23,010,Simoca,00111,002298,306,3,2,207,44,0,4
23,010,Simoca,00111,002299,301,5,3,179,49,1,4
23,010,Simoca,00111,002300,304,3,2,209,37,0,3
23,010,Simoca,00112,002301,253,3,6,133,45,1,13
23,010,Simoca,00112,002302,254,5,4,156,17,1,6
23,010,Simoca,00113,002303,322,9,11,184,51,1,4
23,010,Simoca,00113,002304,321,7,7,184,59,1,6
23,010,Simoca,00113,002305,324,10,10,175,64,1,4
23,010,Simoca,00114,002306,324,3,4,235,8,2,2
23,010,Simoca,00114,002307,322,2,2,249,0,1,2
23,010,Simoca,00114,002308,326,1,4,253,7,0,4
23,010,Simoca,00114,002309,326,3,9,231,7,0,2
23,010,Simoca,00114,002310,323,2,4,214,11,2,2
23,010,Simoca,00114,002311,329,3,5,230,19,0,5
23,010,Simoca,00115,002312,303,4,5,203,35,1,7
23,010,Simoca,00115,002313,305,10,5,203,30,0,5
23,010,Simoca,00115,002314,303,7,10,197,50,0,0
23,010,Simoca,00115,002315,306,9,8,205,39,2,3
23,010,Simoca,00116,002316,336,2,4,222,31,2,10
23,010,Simoca,00116,002317,336,3,5,220,41,2,3
23,010,Simoca,00116,002318,336,2,1,214,49,1,10
23,010,Simoca,00116,002319,338,3,9,200,48,2,4
23,010,Simoca,00116,002320,337,5,3,222,27,1,5
23,010,Simoca,00117,002321,198,2,3,142,10,1,4
23,010,Simoca,00117,002322,199,2,4,137,13,1,2
23,010,Simoca,00118,002323,94,0,1,69,4,1,0
23,010,Simoca,00119,002324,246,5,3,137,44,1,4
23,010,Simoca,00119,002325,250,1,2,168,28,0,4
23,010,Simoca,00119,002326,251,6,3,155,18,0,8
23,010,Simoca,00120,002327,185,3,0,128,11,3,2
23,010,Simoca,00120,002328,183,7,2,118,16,1,4
23,010,Simoca,00121,002329,324,8,4,216,19,1,7
23,010,Simoca,00121,002330,325,6,6,230,19,6,4
23,011,Leales,00122,002331,306,21,17,165,52,1,6
23,011,Leales,00122,002332,304,15,15,154,74,1,8
23,011,Leales,00122,002333,307,6,7,177,64,0,9
23,011,Leales,00122,002334,314,4,13,165,73,4,3
23,011,Leales,00123,002335,311,8,9,203,53,2,4
23,011,Leales,00123,002336,317,11,12,179,64,1,9
23,011,Leales,00124,002337,346,12,7,169,92,2,7
23,011,Leales,00124,002338,346,12,9,187,78,4,14
23,011,Leales,00124,002339,346,5,19,145,101,5,16
23,011,Leales,00124,002340,346,6,10,180,90,5,12
23,011,Leales,00124,002341,348,15,10,158,90,5,11
23,011,Leales,00124,002342,346,13,16,169,96,5,10
23,011,Leales,00124,002343,346,9,11,187,73,4,8
23,011,Leales,00124,002344,347,6,4,145,121,2,15
23,011,Leales,00124,002345,345,6,24,151,81,7,6
23,011,Leales,00124,002346,346,19,10,184,62,4,11
23,011,Leales,00124,002347,346,4,12,171,101,5,4
