codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00095,00005,00009,00094,00079,00006,00061,00004
22,001,CAPITAL,05102,094002,0,0,26,127,65,27,10,8,0,2,2
22,001,CAPITAL,05102,094003,0,0,12,158,41,29,13,2,1,2,6
22,001,CAPITAL,05102,094004,0,0,23,160,43,28,0,5,0,4,0
22,001,CAPITAL,05102,094005,0,0,15,139,41,28,10,8,0,2,3
22,001,CAPITAL,05102,094006,0,0,15,146,51,36,9,5,2,2,4
22,001,CAPITAL,05102,094007,0,0,15,131,45,59,4,8,0,4,4
22,001,CAPITAL,05102,094008,0,0,13,151,34,40,11,7,1,2,2
22,001,CAPITAL,05102,094009,0,0,17,144,50,38,11,9,0,4,1
22,001,CAPITAL,05102,094010,0,0,0,145,34,43,13,10,0,3,0
22,001,CAPITAL,05102,094011,0,0,13,121,47,44,21,9,0,2,2
22,001,CAPITAL,05102,094012,0,0,18,119,71,23,12,6,1,4,3
22,001,CAPITAL,05102,094013,0,0,15,138,45,53,11,2,0,4,7
22,001,CAPITAL,05102,094014,0,0,23,137,42,47,13,5,0,0,1
22,001,CAPITAL,05102,094015,0,0,23,116,58,49,9,4,0,0,5
22,001,CAPITAL,05102,094016,0,0,23,145,50,29,9,7,0,1,0
22,001,CAPITAL,05102,094017,0,0,20,140,43,49,8,7,2,8,1
22,001,CAPITAL,05102,094018,0,0,21,125,35,42,26,10,0,6,0
22,001,CAPITAL,05102,094019,0,0,15,138,48,51,16,6,2,4,0
22,001,CAPITAL,05102,094020,0,0,0,139,45,48,10,6,1,3,2
22,001,CAPITAL,05102,094021,0,0,0,145,44,46,15,8,1,7,0
22,001,CAPITAL,05102,094022,0,0,2,133,48,62,11,0,0,5,1
22,001,CAPITAL,05102,094023,0,0,19,141,57,50,9,9,1,4,0
22,001,CAPITAL,05102,094024,0,0,16,141,53,50,8,3,0,3,2
22,001,CAPITAL,05102,094025,0,0,18,143,52,43,9,9,2,5,3
