codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00024,00036,00037,00050,00067
15,001,Confluencia,03662,074450,0,0,18,10,15,86,115,43
15,001,Confluencia,03662,074451,0,0,24,11,15,65,115,37
15,001,Confluencia,03662,074452,0,0,18,10,20,78,112,49
15,001,Confluencia,03662,074453,0,0,31,9,14,54,116,49
15,001,Confluencia,03662,074454,0,0,0,6,12,74,92,57
15,001,Confluencia,03662,074455,0,0,28,6,11,95,86,46
15,001,Confluencia,03662,074456,0,0,27,5,17,82,100,33
15,001,Confluencia,03662,074457,0,0,37,5,17,88,91,48
15,001,Confluencia,03662,074458,0,0,27,9,14,99,79,48
15,001,Confluencia,03663,074459,0,0,27,13,24,76,95,41
15,001,Confluencia,03663,074460,0,0,20,12,9,85,112,49
15,001,Confluencia,03663,074461,0,0,22,14,15,90,90,47
15,001,Confluencia,03663,074462,0,0,34,11,22,82,93,49
15,001,Confluencia,03663,074463,0,0,24,9,20,77,106,54
15,001,Confluencia,03663,074464,0,0,23,13,21,86,104,43
15,001,Confluencia,03663,074465,0,0,18,18,23,67,100,53
15,001,Confluencia,03663,074466,0,0,26,9,25,77,107,46
15,001,Confluencia,03663,074467,0,0,22,10,14,80,112,52
15,001,Confluencia,03663,074468,0,0,19,14,13,84,120,48
15,001,Confluencia,03663,074469,0,0,16,5,14,76,113,61
15,001,Confluencia,03663,074470,0,0,30,11,13,69,100,47
15,001,Confluencia,03663,074471,0,0,21,9,20,90,94,51
15,001,Confluencia,03663,074472,0,0,4,10,21,84,119,40
15,001,Confluencia,03663,074473,0,0,3,7,26,100,100,50
15,001,Confluencia,03663,074474,0,0,17,11,19,83,98,63
15,001,Confluencia,03663,074475,0,0,31,11,25,76,115,35
15,001,Confluencia,03663,074476,0,0,14,12,19,69,116,46
15,001,Confluencia,03663,074477,0,0,18,10,12,92,109,34
15,001,Confluencia,03663,074478,0,0,25,5,14,88,95,53
15,001,Confluencia,03663,074479,0,0,28,8,13,87,98,43
15,001,Confluencia,03663,074480,0,0,31,11,20,75,105,50
15,001,Confluencia,03663,074481,0,0,24,7,19,85,93,56
15,001,Confluencia,03663,074482,0,0,18,8,19,95,103,51
15,001,Confluencia,03663,074483,0,0,19,20,21,78,100,52
15,001,Confluencia,03663,074484,0,0,21,13,18,79,115,45
15,001,Confluencia,03663,074485,0,0,23,9,20,83,113,50
