codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0009,0014,0019,0020,0026,0030,0036,0037,0038,0044,0045,0050,0132,0134,0136,0154,0189,0190,0191,0192
21,Rosario                                 ,013,0355 ,2345,450,30,5,6,14,0,2,7,0,10,0,0,3,2,1,115,1,136,8,1,6,0,1,0
21,Rosario                                 ,013,0355 ,2346,450,21,10,8,13,4,3,17,2,11,0,1,2,1,2,110,0,151,4,0,7,0,5,0
21,Rosario                                 ,013,0355 ,2347,450,32,0,8,15,0,2,15,2,9,0,1,0,1,4,128,0,136,2,0,6,0,0,1
21,Rosario                                 ,013,0355 ,2348,450,28,0,10,8,2,0,17,2,19,1,0,4,0,0,134,0,115,2,0,8,0,7,2
21,Rosario                                 ,013,0355 ,2349,450,28,0,7,5,0,0,12,1,16,1,1,1,2,3,125,1,131,3,0,6,2,5,0
21,Rosario                                 ,013,0355 ,2350,450,28,4,9,9,1,0,8,1,8,0,3,4,1,1,115,0,134,2,1,2,3,3,1
21,Rosario                                 ,013,0355 ,2351,450,35,2,3,18,5,1,10,20,0,1,1,2,0,0,125,0,114,8,4,8,1,1,1
21,Rosario                                 ,013,0355 ,2352,450,64,0,7,9,2,1,17,2,18,0,0,4,0,2,133,0,108,6,0,5,1,4,2
21,Rosario                                 ,013,0355 ,2353,450,26,5,9,11,3,0,22,1,14,0,1,3,0,0,129,1,129,4,1,4,0,1,0
21,Rosario                                 ,013,0355 ,2354,450,27,0,7,11,2,1,10,2,23,0,2,1,0,2,151,0,116,3,1,8,2,3,0
21,Rosario                                 ,013,0355 ,2355,450,13,3,10,12,4,0,15,1,18,0,1,3,0,0,137,2,131,1,0,8,0,3,0
21,Rosario                                 ,013,0355 ,2356,450,40,4,7,5,2,0,9,4,17,2,1,0,1,1,123,1,135,3,1,13,3,5,3
21,Rosario                                 ,013,0355 ,2357,450,0,0,21,12,3,1,16,1,18,0,1,1,0,0,124,0,126,2,0,3,1,7,2
21,Rosario                                 ,013,0355 ,2358,450,0,0,8,9,4,0,0,3,6,0,0,1,1,2,130,0,141,0,0,4,2,2,0
21,Rosario                                 ,013,0355 ,2359,450,19,8,8,8,5,0,16,3,12,1,3,1,3,2,131,0,129,7,0,3,0,11,1
21,Rosario                                 ,013,0355 ,2360,450,20,0,21,4,1,4,14,2,25,2,0,0,3,1,127,1,120,6,1,8,1,4,1
21,Rosario                                 ,013,0355 ,2361,450,0,0,14,9,1,0,6,0,12,0,1,1,0,0,116,0,0,2,0,4,2,4,0
21,Rosario                                 ,013,0355 ,2362,450,2,8,11,13,2,0,13,0,12,0,0,3,0,4,109,1,132,5,0,1,4,5,1
21,Rosario                                 ,013,0355 ,2363,450,0,0,4,6,0,0,17,1,14,0,3,3,2,2,118,0,134,2,0,9,2,4,1
21,Rosario                                 ,013,0355 ,2364,450,28,4,7,10,4,0,13,0,22,0,2,2,0,1,136,1,129,3,0,9,3,2,0
21,Rosario                                 ,013,0355 ,2365,450,33,0,6,9,3,0,13,1,19,2,0,2,1,2,144,0,106,5,0,5,3,3,2
21,Rosario                                 ,013,0355 ,2366,450,18,10,7,6,1,1,13,0,14,1,4,1,1,0,126,0,142,5,1,16,4,4,1
21,Rosario                                 ,013,0355 ,2367,450,25,10,0,6,1,0,11,0,14,0,2,0,2,1,129,2,133,6,0,18,2,3,2
21,Rosario                                 ,013,0355 ,2368,450,11,0,2,12,0,0,10,1,13,0,5,3,1,0,137,2,122,3,1,13,1,5,0
21,Rosario                                 ,013,0355 ,2369,450,37,0,3,10,2,3,16,0,17,0,3,0,1,0,127,0,132,3,0,13,1,4,0
21,Rosario                                 ,013,0355 ,2370,450,14,6,5,14,1,0,9,0,20,3,2,5,2,0,120,2,137,3,0,7,2,1,0
21,Rosario                                 ,013,0355 ,2371,450,0,0,10,9,4,0,15,3,20,0,0,2,1,0,118,1,137,4,0,9,1,3,0
21,Rosario                                 ,013,0355 ,2372,407,20,4,3,18,7,1,16,1,14,1,0,2,0,0,96,1,126,4,1,3,3,4,1
21,Rosario                                 ,013,0355A,2176,450,43,0,0,0,2,0,17,0,15,1,0,0,0,0,113,2,127,2,1,19,2,0,1
21,Rosario                                 ,013,0355A,2177,450,4,2,3,16,4,2,15,3,19,5,0,0,0,1,121,1,111,7,5,7,0,2,1
21,Rosario                                 ,013,0355A,2178,210,2,2,2,4,1,0,3,1,9,1,1,0,0,0,55,0,68,3,0,10,0,0,1
21,Rosario                                 ,013,0355A,2373,450,36,0,10,13,3,5,13,0,11,0,0,0,0,1,162,0,0,6,0,6,1,0,0
21,Rosario                                 ,013,0355A,2374,441,28,4,7,13,1,6,0,0,22,1,0,0,1,2,135,0,129,3,0,8,2,1,4
21,Rosario                                 ,013,0356 ,2179,450,26,0,15,8,0,0,16,2,22,4,1,2,1,2,79,0,156,8,0,10,4,0,1
21,Rosario                                 ,013,0356 ,2180,450,9,0,9,8,5,2,7,0,18,0,0,6,0,2,102,1,153,2,0,8,1,0,1
21,Rosario                                 ,013,0356 ,2181,450,43,0,5,23,1,0,14,1,18,1,1,3,0,0,84,1,163,1,0,0,5,1,1
21,Rosario                                 ,013,0356 ,2182,450,8,0,9,7,2,1,11,0,13,1,1,1,3,1,96,0,167,4,0,15,3,0,0
21,Rosario                                 ,013,0356 ,2183,450,31,0,11,17,1,5,17,2,13,0,0,4,1,1,91,3,148,3,0,7,3,0,0
21,Rosario                                 ,013,0356 ,2184,450,38,0,7,15,3,1,18,2,15,2,1,2,1,1,92,1,128,5,3,0,1,3,1
21,Rosario                                 ,013,0356 ,2185,450,30,0,20,16,1,1,8,2,11,2,1,3,0,0,100,0,139,10,1,7,4,1,1
21,Rosario                                 ,013,0356 ,2186,450,0,0,22,16,5,0,25,4,15,0,2,2,0,1,90,0,144,5,1,6,2,0,1
21,Rosario                                 ,013,0356 ,2187,450,21,0,10,15,0,2,17,1,12,0,0,2,0,1,90,1,161,3,1,9,6,1,2
21,Rosario                                 ,013,0356 ,2188,450,22,0,12,9,5,1,11,1,14,0,2,0,3,2,86,0,136,2,2,18,2,0,1
21,Rosario                                 ,013,0356 ,2189,450,11,0,9,16,0,0,12,0,16,0,0,1,0,2,77,0,169,5,0,5,6,0,0
21,Rosario                                 ,013,0356 ,2190,450,28,0,16,19,1,5,15,0,15,4,0,2,0,0,93,2,133,4,0,6,1,0,0
21,Rosario                                 ,013,0356 ,2191,450,0,0,24,8,1,1,12,1,12,0,1,1,1,1,81,1,154,4,1,9,3,1,0
21,Rosario                                 ,013,0356 ,2192,450,40,0,8,19,1,0,20,0,6,0,1,1,1,0,89,0,146,2,2,9,5,0,1
21,Rosario                                 ,013,0356 ,2193,450,29,0,9,17,3,2,9,0,20,2,1,5,2,1,100,1,129,5,1,9,5,0,1
21,Rosario                                 ,013,0356 ,2194,381,25,0,10,10,0,0,14,2,10,0,0,1,0,1,83,1,131,1,0,6,4,0,0
21,Rosario                                 ,013,0356 ,2375,450,27,0,9,17,0,0,12,1,10,0,0,1,0,1,97,0,188,3,0,11,1,0,1
21,Rosario                                 ,013,0356 ,2376,450,11,0,5,10,0,0,20,1,11,0,2,1,2,1,123,0,141,3,0,5,3,1,0
21,Rosario                                 ,013,0356 ,2377,450,32,0,11,11,0,0,19,1,11,0,3,1,1,1,115,1,139,6,2,5,5,0,0
21,Rosario                                 ,013,0356 ,2378,450,20,6,18,7,0,0,16,1,14,2,0,1,2,0,110,1,147,5,0,5,2,0,1
21,Rosario                                 ,013,0356 ,2379,450,0,0,7,17,3,1,7,1,16,0,0,3,0,0,112,2,126,5,0,6,5,0,0
21,Rosario                                 ,013,0356 ,2380,450,40,0,9,12,1,0,10,1,8,1,1,6,0,1,101,2,153,2,0,14,1,0,0
21,Rosario                                 ,013,0356 ,2381,450,34,0,11,13,1,2,16,1,11,1,1,3,1,1,124,0,106,6,1,4,3,0,2
21,Rosario                                 ,013,0356 ,2382,450,30,7,17,8,1,0,17,1,9,2,5,0,1,0,110,1,132,5,1,0,7,0,0
21,Rosario                                 ,013,0356 ,2383,450,19,0,7,15,2,1,10,1,12,0,0,1,0,2,103,2,154,5,0,2,1,0,0
21,Rosario                                 ,013,0356 ,2384,450,25,0,13,14,0,0,10,0,10,0,0,4,0,2,111,0,0,3,1,5,7,1,0
21,Rosario                                 ,013,0356 ,2385,450,25,0,9,15,0,0,9,0,7,0,0,2,2,2,125,1,128,0,1,12,3,3,0
21,Rosario                                 ,013,0356 ,2386,450,0,0,17,10,2,0,7,0,4,3,3,2,0,1,122,1,151,2,1,2,1,0,1
21,Rosario                                 ,013,0356 ,2387,450,40,0,12,13,2,0,9,4,13,0,2,1,0,1,100,0,154,1,0,12,3,1,0
21,Rosario                                 ,013,0356 ,2388,450,0,0,3,30,0,0,6,0,6,0,0,3,0,0,128,0,161,4,0,1,4,0,0
21,Rosario                                 ,013,0356 ,2389,291,15,0,7,8,2,0,0,0,9,0,0,1,0,1,63,0,110,5,0,4,2,0,1
21,Rosario                                 ,013,0356A,2195,450,45,0,13,22,6,3,12,6,8,2,0,5,0,2,73,0,172,2,1,10,1,3,3
21,Rosario                                 ,013,0356A,2196,450,41,0,1,16,2,9,4,2,12,0,1,2,0,0,82,1,174,3,7,5,0,0,1
21,Rosario                                 ,013,0356A,2197,450,55,0,7,2,2,0,12,0,2,2,2,4,3,1,71,6,190,2,2,8,2,0,4
21,Rosario                                 ,013,0356A,2198,450,49,0,3,9,0,1,11,1,4,0,0,1,1,7,90,5,189,7,2,7,0,0,1
21,Rosario                                 ,013,0356A,2199,450,23,0,3,12,7,0,18,1,2,4,2,4,1,0,59,2,205,4,3,7,4,0,4
21,Rosario                                 ,013,0356A,2200,450,42,0,15,7,6,5,11,3,19,0,1,6,0,0,72,1,179,2,0,3,0,0,5
21,Rosario                                 ,013,0356A,2201,450,57,0,1,9,3,0,11,3,7,0,3,3,1,4,54,7,194,4,0,10,2,0,0
21,Rosario                                 ,013,0356A,2202,369,31,0,5,5,2,2,9,5,5,0,0,5,1,2,65,2,135,6,1,6,2,1,1
21,Rosario                                 ,013,0356A,2390,450,49,9,7,5,2,0,11,1,8,0,2,4,0,2,86,2,184,0,2,14,2,0,3
21,Rosario                                 ,013,0356A,2391,450,53,0,6,10,3,0,9,0,6,0,1,2,1,1,87,1,205,2,0,5,3,0,0
21,Rosario                                 ,013,0356A,2392,450,52,13,5,10,1,2,9,1,5,0,0,4,0,2,68,1,215,2,0,2,2,2,0
21,Rosario                                 ,013,0356A,2393,450,52,0,3,18,2,5,11,1,4,0,3,1,1,0,93,0,195,3,1,4,2,0,1
21,Rosario                                 ,013,0356A,2394,450,68,0,8,9,0,1,13,3,5,1,3,4,0,0,66,1,184,5,1,6,3,1,4
21,Rosario                                 ,013,0356A,2395,450,43,0,2,9,2,4,14,6,6,0,3,4,1,2,73,0,202,3,0,5,1,0,4
21,Rosario                                 ,013,0356A,2396,165,9,0,1,4,0,3,6,0,0,0,0,2,0,0,33,0,77,0,1,3,0,0,0
21,Rosario                                 ,013,0357 ,2203,450,32,0,19,9,0,1,18,2,7,0,1,1,0,0,117,0,130,2,0,27,0,1,1
21,Rosario                                 ,013,0357 ,2204,450,27,0,19,24,0,0,20,2,11,0,2,0,1,1,95,2,140,1,2,8,1,0,0
21,Rosario                                 ,013,0357 ,2205,425,28,5,10,21,2,0,24,2,7,2,2,0,0,2,78,1,133,3,1,16,1,1,1
21,Rosario                                 ,013,0357 ,2397,450,16,2,23,25,1,0,18,0,6,0,0,3,0,1,138,0,124,3,2,5,0,0,1
21,Rosario                                 ,013,0357 ,2398,450,28,5,35,13,3,0,14,0,11,0,1,1,1,0,128,0,131,2,1,4,2,0,0
21,Rosario                                 ,013,0357 ,2399,275,9,1,24,1,0,0,12,1,3,0,0,1,0,0,79,0,79,2,0,4,3,0,0
21,Rosario                                 ,013,0358 ,1977,450,0,0,3,14,4,0,14,0,30,0,1,1,0,3,132,0,0,6,1,4,0,1,0
21,Rosario                                 ,013,0358 ,1978,450,28,4,20,9,1,0,16,0,23,0,0,3,0,2,130,0,88,7,0,3,1,0,0
21,Rosario                                 ,013,0358 ,1979,450,0,0,7,18,2,0,10,2,11,0,2,2,0,1,141,0,84,11,1,10,3,0,1
21,Rosario                                 ,013,0358 ,1980,450,35,0,8,19,0,0,11,0,35,0,0,2,0,1,121,0,97,4,0,11,0,0,0
21,Rosario                                 ,013,0358 ,1981,450,37,0,12,20,1,0,14,0,18,7,1,1,0,0,125,1,77,7,0,11,0,0,1
21,Rosario                                 ,013,0358 ,1982,450,25,0,9,9,1,0,14,1,17,2,0,2,1,1,138,1,106,5,1,5,4,0,1
21,Rosario                                 ,013,0358 ,1983,450,28,0,15,11,2,1,14,0,26,0,0,2,0,3,120,0,87,3,1,9,1,0,2
21,Rosario                                 ,013,0358 ,1984,450,15,0,15,18,1,0,9,1,30,1,3,2,0,0,111,2,89,2,2,5,0,0,0
21,Rosario                                 ,013,0358 ,1985,450,11,0,8,11,0,1,18,0,35,0,3,0,0,3,137,1,85,14,1,9,0,0,0
21,Rosario                                 ,013,0358 ,1986,450,5,6,9,17,8,0,0,0,24,0,1,3,0,0,109,0,92,6,0,6,1,0,3
21,Rosario                                 ,013,0358 ,1987,450,28,0,7,19,0,1,14,0,16,0,5,2,1,0,118,0,103,14,0,3,1,1,1
21,Rosario                                 ,013,0358 ,1988,450,17,8,5,9,3,0,12,0,33,0,3,3,0,0,124,1,85,7,1,5,0,1,0
21,Rosario                                 ,013,0358 ,1989,450,26,0,11,23,0,1,5,0,26,0,0,1,0,1,141,2,84,8,1,6,2,2,2
21,Rosario                                 ,013,0358 ,1990,423,19,7,15,15,2,0,7,0,19,5,0,3,0,2,120,0,88,1,0,8,2,0,1
21,Rosario                                 ,013,0358 ,2166,450,3,11,17,18,0,0,9,0,13,0,1,3,0,2,139,1,94,4,0,7,1,0,1
21,Rosario                                 ,013,0358 ,2167,450,14,0,13,23,1,0,11,0,22,0,2,0,1,1,166,1,63,7,0,7,1,3,0
21,Rosario                                 ,013,0358 ,2168,450,22,0,9,8,2,0,13,0,24,0,0,0,0,1,154,1,85,3,1,17,0,0,0
21,Rosario                                 ,013,0358 ,2169,450,20,8,10,8,1,1,15,0,20,0,1,1,2,1,155,0,82,3,0,7,1,0,0
21,Rosario                                 ,013,0358 ,2170,450,15,0,13,11,4,0,20,0,20,1,0,0,1,1,167,0,85,6,0,3,1,0,1
21,Rosario                                 ,013,0358 ,2171,450,32,0,13,8,0,0,13,1,11,1,0,1,0,3,157,3,81,1,0,4,2,0,0
21,Rosario                                 ,013,0358 ,2172,450,23,2,16,11,2,0,9,1,16,0,2,2,0,0,140,0,94,8,0,3,0,0,0
21,Rosario                                 ,013,0358 ,2173,450,15,8,9,17,0,1,13,1,11,1,2,0,1,1,148,1,96,4,1,4,0,0,0
21,Rosario                                 ,013,0358 ,2174,450,30,0,10,10,1,1,11,0,21,0,0,0,0,0,159,0,75,4,0,6,2,0,0
21,Rosario                                 ,013,0358 ,2175,450,4,0,7,6,0,0,13,1,19,0,1,4,1,0,152,0,72,9,0,12,1,0,1
21,Rosario                                 ,013,0358 ,2176,450,2,4,17,20,1,0,6,1,27,0,2,1,0,1,156,0,72,4,0,3,0,0,0
21,Rosario                                 ,013,0358 ,2177,450,0,0,11,18,1,0,10,1,13,0,0,3,0,0,150,2,77,1,0,5,0,1,1
21,Rosario                                 ,013,0358 ,2178,450,2,0,5,25,2,0,5,1,0,0,3,1,0,0,159,0,83,2,0,3,1,0,0
21,Rosario                                 ,013,0358 ,2179,450,0,0,0,13,2,1,7,2,14,0,0,1,0,0,152,2,86,3,0,22,2,0,0
21,Rosario                                 ,013,0358 ,2180,450,12,0,9,11,1,1,6,0,16,0,0,4,0,2,158,0,78,3,0,11,0,1,1
21,Rosario                                 ,013,0358 ,2181,450,15,5,12,8,3,1,14,0,15,0,3,4,0,0,171,0,65,4,0,14,2,0,2
21,Rosario                                 ,013,0358 ,2182,450,7,0,8,10,0,0,4,0,21,1,4,4,0,2,171,1,77,2,1,9,1,1,1
21,Rosario                                 ,013,0358 ,2183,156,9,4,3,1,0,0,1,0,10,0,0,1,0,0,62,1,29,0,0,0,0,0,0
21,Rosario                                 ,013,0359 ,1991,450,31,0,11,16,1,0,11,1,16,0,1,1,1,3,124,0,114,3,1,0,3,0,2
21,Rosario                                 ,013,0359 ,1992,450,18,6,13,13,0,3,9,0,24,1,6,1,1,1,121,0,126,0,2,0,0,1,0
21,Rosario                                 ,013,0359 ,1993,450,21,10,3,10,5,2,11,0,23,0,0,1,1,0,128,1,116,3,0,14,2,2,0
21,Rosario                                 ,013,0359 ,1994,450,29,0,2,4,1,0,0,1,21,4,1,5,0,0,110,0,133,4,0,3,4,0,1
21,Rosario                                 ,013,0359 ,1995,450,18,4,19,22,1,0,7,0,12,0,1,1,0,0,152,1,105,3,0,2,1,0,0
21,Rosario                                 ,013,0359 ,1996,450,23,0,8,81,2,0,15,1,24,0,1,1,1,2,131,0,106,2,0,5,1,1,0
21,Rosario                                 ,013,0359 ,1997,450,21,4,15,18,3,0,9,0,23,1,1,2,0,0,163,0,73,3,0,12,3,0,3
21,Rosario                                 ,013,0359 ,1998,450,0,0,9,17,1,1,10,1,21,2,2,2,1,3,106,1,114,8,0,16,3,1,2
21,Rosario                                 ,013,0359 ,1999,450,32,0,6,21,1,1,16,1,28,1,1,0,0,1,122,0,86,6,0,15,1,0,0
21,Rosario                                 ,013,0359 ,2000,450,10,4,15,20,2,0,20,2,19,1,2,5,1,1,126,0,105,10,0,12,3,1,1
21,Rosario                                 ,013,0359 ,2001,450,11,8,9,13,3,0,12,0,19,3,0,6,0,3,111,2,97,5,0,12,3,0,1
21,Rosario                                 ,013,0359 ,2002,450,23,0,27,19,3,0,7,0,18,2,2,1,0,0,113,0,97,6,3,5,1,2,0
21,Rosario                                 ,013,0359 ,2003,450,9,6,21,12,0,1,13,0,14,0,1,3,0,0,112,1,119,6,0,6,1,0,2
21,Rosario                                 ,013,0359 ,2004,450,22,7,16,19,3,0,8,0,23,1,2,5,0,1,120,1,100,4,0,9,4,0,0
21,Rosario                                 ,013,0359 ,2005,450,0,0,11,20,1,0,15,0,19,1,1,5,0,3,74,1,93,4,1,0,3,0,0
21,Rosario                                 ,013,0359 ,2006,450,0,0,10,0,4,0,10,1,19,0,2,1,0,1,142,1,89,2,0,10,3,0,2
21,Rosario                                 ,013,0359 ,2007,450,51,0,11,12,1,0,12,0,16,0,0,3,0,0,102,1,133,2,0,10,5,0,1
21,Rosario                                 ,013,0359 ,2008,450,0,0,3,9,4,0,13,1,24,0,1,1,2,0,141,0,92,4,0,8,1,1,0
21,Rosario                                 ,013,0359 ,2009,450,29,0,10,10,1,0,11,1,19,1,1,1,0,0,131,3,103,6,0,14,2,0,1
21,Rosario                                 ,013,0359 ,2010,450,27,0,12,18,1,1,24,2,14,0,4,4,0,0,140,2,89,3,1,16,0,0,1
21,Rosario                                 ,013,0359 ,2011,450,16,0,13,12,3,0,16,1,15,0,0,1,0,1,123,3,100,6,1,6,4,1,0
21,Rosario                                 ,013,0359 ,2012,450,25,0,14,14,4,1,14,0,12,1,1,3,1,2,131,0,93,5,0,13,1,1,1
21,Rosario                                 ,013,0359 ,2013,450,6,0,10,13,1,3,12,1,12,1,0,5,1,3,91,0,132,7,1,20,0,0,1
21,Rosario                                 ,013,0359 ,2014,450,0,0,13,17,2,0,12,0,18,1,3,3,0,0,219,0,112,2,0,4,1,0,0
21,Rosario                                 ,013,0359 ,2015,450,35,0,8,20,1,1,15,0,17,1,0,0,0,0,123,0,99,4,0,13,2,0,4
21,Rosario                                 ,013,0359 ,2016,450,10,0,16,16,4,0,16,0,17,0,0,0,0,0,139,1,80,3,0,11,2,0,3
21,Rosario                                 ,013,0359 ,2017,450,37,0,24,11,3,1,16,0,23,1,3,2,0,0,113,0,93,3,0,7,0,0,0
21,Rosario                                 ,013,0359 ,2018,450,35,0,13,22,3,0,16,1,28,0,2,2,0,4,103,1,83,5,1,7,1,0,0
21,Rosario                                 ,013,0359 ,2019,450,22,0,12,17,2,0,11,0,21,1,0,1,0,2,121,0,132,3,1,9,0,2,1
21,Rosario                                 ,013,0359 ,2020,450,127,0,9,23,0,0,10,0,21,0,0,5,0,1,127,1,116,5,0,18,2,0,0
21,Rosario                                 ,013,0359 ,2021,450,8,7,12,20,2,0,10,1,26,1,0,2,0,0,123,1,105,4,0,5,1,0,1
21,Rosario                                 ,013,0359 ,2022,450,17,2,12,17,2,0,13,0,22,1,0,0,0,3,127,1,113,4,0,4,0,0,0
21,Rosario                                 ,013,0359 ,2023,450,31,5,7,17,3,0,15,0,18,3,3,3,0,0,114,0,103,5,0,7,0,0,0
21,Rosario                                 ,013,0359 ,2024,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rosario                                 ,013,0359 ,2025,450,26,1,12,19,2,0,9,0,18,0,2,4,0,1,146,0,86,3,3,4,3,0,1
21,Rosario                                 ,013,0359 ,2026,450,4,4,21,24,2,1,14,1,19,1,2,2,0,1,132,1,104,3,1,6,1,0,2
21,Rosario                                 ,013,0359 ,2027,450,0,0,14,10,1,0,5,0,21,1,0,3,1,0,132,1,122,3,0,5,1,0,0
21,Rosario                                 ,013,0359 ,2028,450,62,6,10,11,1,0,6,0,23,0,2,4,1,1,136,0,67,9,1,11,0,0,0
21,Rosario                                 ,013,0359 ,2029,450,5,12,8,14,3,1,9,0,14,1,0,2,0,0,127,1,108,3,0,3,1,0,1
21,Rosario                                 ,013,0359 ,2030,450,0,0,13,14,0,3,20,0,39,1,0,3,0,3,133,0,0,4,0,7,0,0,0
21,Rosario                                 ,013,0359 ,2031,450,7,6,7,19,4,0,9,0,15,0,0,3,0,1,121,2,98,8,2,4,1,0,0
21,Rosario                                 ,013,0359 ,2032,450,0,0,10,18,0,0,11,0,15,1,0,4,1,1,107,1,108,1,0,8,1,0,1
21,Rosario                                 ,013,0359 ,2033,450,5,11,17,21,4,1,18,1,13,3,0,2,0,2,0,0,121,6,0,4,2,0,0
21,Rosario                                 ,013,0359 ,2034,450,7,7,10,16,4,13,1,1,22,1,0,3,1,1,164,4,98,5,2,4,2,1,1
21,Rosario                                 ,013,0359 ,2035,450,34,0,14,12,1,1,8,0,23,2,0,2,1,0,104,1,124,9,0,7,1,0,3
21,Rosario                                 ,013,0359 ,2036,450,0,0,10,17,3,0,13,1,28,1,3,0,1,0,143,1,84,4,0,9,1,0,2
21,Rosario                                 ,013,0359 ,2037,450,0,0,10,20,0,0,13,1,21,0,1,1,0,1,121,3,108,3,0,0,2,1,0
21,Rosario                                 ,013,0359 ,2038,450,2,7,13,15,0,0,0,2,26,0,0,0,0,1,127,3,69,4,0,7,0,1,1
21,Rosario                                 ,013,0359 ,2039,450,0,0,22,10,2,0,2,0,14,0,0,2,1,3,126,0,107,5,1,5,2,0,1
21,Rosario                                 ,013,0359 ,2040,450,15,8,10,20,2,2,12,1,25,3,1,0,1,0,127,1,79,8,0,15,1,1,1
21,Rosario                                 ,013,0359 ,2041,450,8,5,7,16,1,2,11,0,21,0,1,7,0,1,147,0,95,3,0,5,0,0,4
21,Rosario                                 ,013,0359 ,2042,450,1,1,4,14,3,0,6,0,13,0,1,8,1,0,126,0,99,5,0,10,1,1,0
21,Rosario                                 ,013,0359 ,2043,450,31,7,9,25,1,0,5,2,23,1,0,1,1,2,128,0,92,7,1,7,3,0,0
21,Rosario                                 ,013,0359 ,2044,354,19,0,4,7,1,1,9,1,13,0,2,1,0,0,116,0,71,3,0,10,0,1,1
21,Rosario                                 ,013,0359 ,2184,450,12,0,3,10,1,0,12,1,16,0,1,1,0,1,130,0,112,4,0,5,1,0,2
21,Rosario                                 ,013,0359 ,2185,450,24,5,8,20,2,0,8,1,12,0,0,1,0,1,160,2,102,1,0,6,1,1,3
21,Rosario                                 ,013,0359 ,2186,450,23,7,3,12,2,1,13,1,11,0,2,2,0,1,145,3,97,1,0,16,3,1,1
21,Rosario                                 ,013,0359 ,2187,450,3,13,7,14,1,3,16,2,13,1,3,2,0,0,143,1,122,1,0,5,6,1,0
21,Rosario                                 ,013,0359 ,2188,450,3,0,8,7,0,0,12,0,17,0,1,5,1,0,142,1,98,1,0,13,2,0,2
21,Rosario                                 ,013,0359 ,2189,450,30,0,4,8,1,0,6,0,16,1,1,2,0,0,135,0,95,6,0,19,1,0,1
21,Rosario                                 ,013,0359 ,2190,450,0,0,10,13,0,0,9,0,0,0,0,0,0,0,0,0,94,3,0,6,0,0,0
21,Rosario                                 ,013,0359 ,2191,450,1,11,8,4,1,0,13,2,18,0,1,0,0,2,155,0,80,3,0,17,0,0,0
21,Rosario                                 ,013,0359 ,2192,450,12,10,9,9,1,0,18,0,17,0,5,1,1,0,137,1,100,3,0,12,0,1,0
21,Rosario                                 ,013,0359 ,2193,450,0,0,4,10,1,0,5,0,22,0,1,2,0,1,123,0,122,0,0,11,1,0,2
21,Rosario                                 ,013,0359 ,2194,450,14,12,14,11,0,0,16,2,18,0,1,4,0,0,132,2,85,3,0,4,0,1,0
21,Rosario                                 ,013,0359 ,2195,450,29,0,9,13,0,0,9,0,12,0,0,1,2,1,172,0,75,3,0,10,0,0,2
21,Rosario                                 ,013,0359 ,2196,450,0,0,1,3,0,0,10,0,9,0,1,4,1,0,134,0,94,2,0,10,2,1,0
21,Rosario                                 ,013,0359 ,2197,450,2,9,11,18,2,0,0,2,37,0,0,1,1,0,145,1,65,3,0,11,1,0,0
21,Rosario                                 ,013,0359 ,2198,450,0,0,12,9,1,0,9,1,15,0,2,0,0,0,144,0,105,3,1,9,3,0,0
21,Rosario                                 ,013,0359 ,2199,450,13,8,16,18,2,1,12,1,12,0,0,8,0,1,139,1,86,2,0,4,2,0,1
21,Rosario                                 ,013,0359 ,2200,450,12,0,12,14,2,0,11,0,28,0,0,2,0,2,149,1,90,2,0,11,1,0,0
21,Rosario                                 ,013,0359 ,2201,450,0,12,7,15,3,0,15,0,12,0,1,1,1,0,143,0,78,10,1,11,2,0,2
21,Rosario                                 ,013,0359 ,2202,450,0,0,21,1,1,0,15,2,19,0,2,0,0,2,144,0,87,1,0,3,3,0,3
21,Rosario                                 ,013,0359 ,2203,450,6,0,6,13,3,0,13,1,13,2,3,1,0,1,144,5,99,3,1,4,5,0,0
21,Rosario                                 ,013,0359 ,2204,450,15,4,10,15,1,1,15,0,13,0,2,2,0,1,154,0,102,4,0,4,4,0,1
21,Rosario                                 ,013,0359 ,2205,450,13,14,14,24,2,0,13,1,11,1,1,2,0,1,147,0,104,1,0,4,0,0,1
21,Rosario                                 ,013,0359 ,2206,450,23,10,8,13,1,0,7,0,20,0,5,1,0,0,136,0,98,1,1,7,6,1,3
21,Rosario                                 ,013,0359 ,2207,450,11,0,9,12,1,0,7,1,21,1,2,4,0,0,136,0,100,3,1,7,4,1,0
21,Rosario                                 ,013,0359 ,2208,450,13,15,7,15,2,0,7,1,10,0,1,2,4,1,161,0,91,7,0,10,3,0,0
21,Rosario                                 ,013,0359 ,2209,450,18,9,6,0,0,19,10,2,20,0,0,4,0,1,127,1,108,7,0,2,4,0,1
21,Rosario                                 ,013,0359 ,2210,450,18,5,8,11,0,1,12,1,16,0,1,1,0,1,131,0,124,0,2,7,2,0,1
21,Rosario                                 ,013,0359 ,2211,450,8,6,8,11,0,0,20,1,20,0,2,1,0,3,148,0,83,5,0,11,3,0,0
21,Rosario                                 ,013,0359 ,2212,450,19,6,11,15,1,1,8,2,11,0,1,2,0,2,141,0,93,2,1,10,1,0,0
21,Rosario                                 ,013,0359 ,2213,450,33,6,12,12,2,1,13,0,15,0,0,1,0,0,129,0,85,2,1,3,0,1,0
